dataset,model,query,ground_truth,prediction,Accuracy (EM),faithfulness
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Normal expression of RUNX1 has tumor-promoting effects.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Obesity decreases life quality.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Occupancy of ribosomes by IncRNAs do not make functional peptides.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Occupancy of ribosomes by IncRNAs mirror 5 0-UTRs,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegetarians.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Only a minority of cells survive development after differentiation into stress-resistant spores.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,PGE 2 promotes intestinal tumor growth by altering the expression of tumor suppressing and DNA repair genes.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,PPAR-RXRs are inhibited by PPAR ligands.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,PPAR-RXRs can be activated by PPAR ligands.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Participating in six months of physical activity improves cognitive functioning.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Participating in six months of physical activity improves cognitive functioning.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Participating in six months of physical activity improves cognitive functioning.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Patients in stable partnerships have a faster progression from HIV to AIDS.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Patients in stable partnerships have a faster progression from HIV to AIDS.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Peroxynitrite is required for nitration of TCR/CD8.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Pleiotropic coupling of GLP-1R to intracellular effectors promotes distinct profiles of cellular signaling.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Podocytes are motile and migrate in the presence of injury.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Polymeal nutrition reduces cardiovascular mortality.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Polymeal nutrition reduces cardiovascular mortality.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Primary pro-inflammatory cytokines induce secondary pro- and anti-inflammatory mediators.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Proteins synthesized at the growth cone are ubiquitinated at a higher rate than proteins from the cell body.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Pseudogene PTENP1 regulates the expression of PTEN by functioning as an miRNA decoy.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Pyridostatin destabilizes the G - quadruplex in the telomeric region.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Rapamycin decreases the concentration of triacylglycerols in fruit flies.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Rapid phosphotransfer rates govern fidelity in two component systems,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Rapid up-regulation and higher basal expression of interferon-induced genes increase survival of granule cell neurons that are infected by West Nile virus.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Rapid up-regulation and higher basal expression of interferon-induced genes reduce survival of granule cell neurons that are infected by West Nile virus.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Replacement of histone H2A with H2A.Z slows gene activation in yeasts by stabilizing +1 nucleosomes.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Ribosomopathies have a low degree of cell and tissue specific pathology.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Silencing of Bcl2 is important for the maintenance and progression of tumors.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Smc5/6 engagment drives the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Statins decrease blood cholesterol.,NEUTRAL,SUPPORT,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Statins increase blood cholesterol.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Subcutaneous fat depots undergo extensive browning processes after cold exposure.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Suboptimal nutrition is not predictive of chronic disease,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Synaptic activity enhances local release of brain derived neurotrophic factor from postsynaptic dendrites.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,T regulatory cells (tTregs) lacking αvβ8 are more adept at suppressing pathogenic T-cell responses during active inflammation.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,TCR/CD3 microdomains are a required to induce the immunologic synapse to activate T cells.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,TNFAIP3 is a tumor suppressor in glioblastoma.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,TNFAIP3 is a tumor suppressor in glioblastoma.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,REFUTE,REFUTE,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Teaching hospitals do not provide better care than non-teaching hospitals.,SUPPORT,REFUTE,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Teaching hospitals do not provide better care than non-teaching hospitals.,SUPPORT,REFUTE,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Teaching hospitals do not provide better care than non-teaching hospitals.,SUPPORT,REFUTE,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The DdrB protein from Deinococcus radiodurans is an alternative SSB.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The PPR MDA5 has two N-terminal CARD domains.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The PRR MDA5 has a central DExD/H RNA helices domain.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The PRR MDA5 is a sensor of RNA virus infection.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The US health care system can save up to $750 million if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The amount of publicly available DNA data doubles every 10 years.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The arm density of TatAd complexes is due to structural rearrangements within Class1 TatAd complexes such as the 'charge zipper mechanism'.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The availability of safe places to study is effective at decreasing homelessness.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The availability of safe places to study is not effective at decreasing homelessness.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The center of the granuloma in an immune cell induces a pro-inflammatory immune response.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The combination of H3K4me3 and H3K79me2 is found in quiescent hair follicle stem cells.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The composition of myosin-II isoform switches from the polarizable B isoform to the more homogenous A isoform during hematopoietic differentiation.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The deregulated and prolonged activation of monocytes has deleterious effects in inflammatory diseases.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The extracellular domain of TMEM27 is cleaved in human beta cells.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The genomic aberrations found in matasteses are very similar to those found in the primary tumor.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The locus rs647161 is associated with colorectal carcinoma.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"The loss of the TET protein functions may have dire biological consequences, such as myeloid cancers.",NEUTRAL,SUPPORT,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The minor G allele of FOXO3 is related to more severe symptoms of Crohn's Disease.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The myocardial lineage develops from cardiac progenitors of mesodermal origin.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The one-child policy has been successful in lowering population growth.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The repair of Cas9-induced double strand breaks in human DNA is error-prone.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"The risk of breast cancer among parous women increases with placental weight of pregnancies, and this association is strongest for premenopausal breast cancer.",SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"The risk of breast cancer among parous women increases with placental weight of pregnancies, and this association is strongest for premenopausal breast cancer.",SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The risk of male prisoners harming themselves is ten times that of female prisoners.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The risk of male prisoners harming themselves is ten times that of female prisoners.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The single flash-evoked ERG b-wave is generated by activity of ON-bipolar cells.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The sliding activity of kinesin-8 protein Kip3 promotes bipolar spindle assembly.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The treatment of cancer patients with co-IR blockade does not cause any adverse autoimmune events.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The treatment of cancer patients with co-IR blockade precipitates adverse autoimmune events.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,"The ureABIEFGH gene cluster encodes urease maturation proteins : UreD/UreH, UreE, UreF, and UreG.",NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,The ureABIEFGH gene cluster is induced by nickel (II) ion.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Therapeutic use of the drug Dapsone to treat pyoderma gangrenous is based on anecdotal evidence.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,There is an inverse relationship between hip fractures and statin use.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,There is an inverse relationship between hip fractures and statin use.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,There is an inverse relationship between hip fractures and statin use.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,There is an inverse relationship between hip fractures and statin use.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,There is no association between HNF4A mutations and diabetes risks.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Thigh-length graduated compression stockings (GCS) did not reduce deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Thigh-length graduated compression stockings (GCS) did not reduce deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Tirasemtiv has no effect on fast-twitch muscle.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Tirasemtiv has no effect on fast-twitch muscle.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Transferred UCB T cells acquire a memory-like phenotype in recipients.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Transplanted human glial cells can differentiate within the host animal.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Transplanted human glial progenitor cells are incapable of forming a neural network with host animals' neurons.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Tumor necrosis factor alpha (TNF-α) and interleukin-1 (IL-1) are pro-inflammatory cytokines that inhibit IL-6 and IL-10.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,UCB T cells maintain high TCR diversity after transplantation.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,UCB T cells reduce TCR diversity after transplantation.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Ubiquitin ligase UBC13 generates a K63-linked polyubiquitin moiety at PCNA K164.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Up-regulation of the p53 pathway and related molecular events casues cancer resistance and results in a significantly shortened lifespan marked by senescent cells and accelerated organismal aging.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Upregulation of mosGCTL-1 is induced upon infection with West Nile virus.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Upregulation of mosGCTL-1 is induced upon infection with West Nile virus.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Venules have a larger lumen diameter than arterioles.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Venules have a thinner or absent smooth layer compared to arterioles.,NEUTRAL,NEUTRAL,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Vitamin D deficiency effects the term of delivery.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Vitamin D deficiency effects the term of delivery.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Vitamin D deficiency effects the term of delivery.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Vitamin D deficiency effects the term of delivery.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Vitamin D deficiency is unrelated to birth weight.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Vitamin D deficiency is unrelated to birth weight.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Women with a higher birth weight are more likely to develop breast cancer later in life.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Women with a higher birth weight are more likely to develop breast cancer later in life.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Women with a higher birth weight are more likely to develop breast cancer later in life.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Women with a higher birth weight are more likely to develop breast cancer later in life.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Women with a higher birth weight are more likely to develop breast cancer later in life.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,Women with a higher birth weight are more likely to develop breast cancer later in life.,SUPPORT,SUPPORT,1,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,aPKCz causes tumour enhancement by affecting glutamine metabolism.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,aPKCz causes tumour enhancement by affecting glutamine metabolism.,REFUTE,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,cSMAC formation enhances weak ligand signalling.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,mTORC2 regulates intracellular cysteine levels through xCT inhibition.,SUPPORT,NEUTRAL,0,0
SciFact,mistralai/Mistral-7B-Instruct-v0.1,p16INK4A accumulation is  linked to an abnormal wound response caused by the microinvasive step of advanced Oral Potentially Malignant Lesions (OPMLs).,NEUTRAL,NEUTRAL,1,0
